date,sales,dayofweek,month,lag_1,lag_7,lag_28,rolling_mean_7,rolling_std_7
2011-04-29,22735,4,4,18145.0,24279.0,28309.0,21723.285714285714,4409.037034481406
2011-04-30,28101,5,4,22735.0,29575.0,33478.0,21502.714285714286,4297.072131668484
2011-05-01,29045,6,5,28101.0,24018.0,33058.0,21292.14285714286,3848.2500104407413
2011-05-02,22837,0,5,29045.0,20004.0,24852.0,22010.285714285714,4794.450984012169
2011-05-03,24080,1,5,22837.0,18113.0,23581.0,22415.0,4715.794029994667
2011-05-04,20761,2,5,24080.0,17929.0,22656.0,23267.428571428572,4332.259989779886
2011-05-05,21184,3,5,20761.0,18145.0,22901.0,23672.0,3856.779269459601
2011-05-06,24486,4,5,21184.0,22735.0,24754.0,24106.14285714286,3255.035403216142
2011-05-07,28412,5,5,24486.0,28101.0,31745.0,24356.285714285714,3198.9006296062453
2011-05-08,23688,6,5,28412.0,29045.0,31536.0,24400.714285714286,3261.132406301309
2011-05-09,25024,0,5,23688.0,22837.0,24829.0,23635.428571428572,2538.0059007774103
2011-05-10,22231,1,5,25024.0,24080.0,23218.0,23947.85714285714,2557.8703660513775
2011-05-11,22165,2,5,22231.0,20761.0,21611.0,23683.714285714286,2636.220192768788
2011-05-12,22413,3,5,22165.0,21184.0,21964.0,23884.285714285714,2421.4518175594376
2011-05-13,25648,4,5,22413.0,24486.0,25482.0,24059.85714285714,2230.019987098129
2011-05-14,28736,5,5,25648.0,28412.0,29234.0,24225.85714285714,2308.882949867851
2011-05-15,31320,6,5,28736.0,23688.0,29787.0,24272.14285714286,2407.912057403773
2011-05-16,22213,0,5,31320.0,25024.0,22389.0,25362.428571428572,3554.299033430866
2011-05-17,19613,1,5,22213.0,22231.0,19474.0,24960.85714285714,3752.1948878210546
2011-05-18,18770,2,5,19613.0,22165.0,20188.0,24586.85714285714,4176.164964357106
2011-05-19,18684,3,5,18770.0,22413.0,19768.0,24101.85714285714,4672.008541251162
2011-05-20,21649,4,5,18684.0,25648.0,24279.0,23569.14285714286,5090.521074460238
2011-05-21,27112,5,5,21649.0,28736.0,29575.0,22997.85714285714,5042.505310807697
2011-05-22,26246,6,5,27112.0,31320.0,24018.0,22765.85714285714,4764.176718964552
2011-05-23,20954,0,5,26246.0,22213.0,20004.0,22041.0,3450.7097820593435
2011-05-24,19203,1,5,20954.0,19613.0,18113.0,21861.14285714286,3472.9894149263578
2011-05-25,19058,2,5,19203.0,18770.0,17929.0,21802.571428571428,3520.3573614593447
2011-05-26,20480,3,5,19058.0,18684.0,18145.0,21843.714285714286,3480.4652329961987
2011-05-27,22481,4,5,20480.0,21649.0,22735.0,22100.285714285714,3268.4591025071654
2011-05-28,25527,5,5,22481.0,27112.0,28101.0,22219.14285714286,3264.438309447816
2011-05-29,23449,6,5,25527.0,26246.0,29045.0,21992.714285714286,2903.5129133680944
2011-05-30,22538,0,5,23449.0,20954.0,22837.0,21593.14285714286,2362.7332638684634
2011-05-31,19555,1,5,22538.0,19203.0,24080.0,21819.428571428572,2367.1665803334718
2011-06-01,23165,2,6,19555.0,19058.0,20761.0,21869.714285714286,2305.251375612202
2011-06-02,22681,3,6,23165.0,20480.0,21184.0,22456.428571428572,1968.3959507801403
2011-06-03,26781,4,6,22681.0,22481.0,24486.0,22770.85714285714,1765.389515902134
2011-06-04,30310,5,6,26781.0,25527.0,28412.0,23385.14285714286,2311.3993184916844
2011-06-05,31604,6,6,30310.0,23449.0,23688.0,24068.428571428572,3467.788433432411
2011-06-06,26685,0,6,31604.0,22538.0,25024.0,25233.428571428572,4454.471717916082
2011-06-07,25089,1,6,26685.0,19555.0,22231.0,25825.85714285714,4309.656460731384
2011-06-08,24453,2,6,25089.0,23165.0,22165.0,26616.428571428572,3373.5026237400325
2011-06-09,24782,3,6,24453.0,22681.0,22413.0,26800.428571428572,3183.661197277051
2011-06-10,26419,4,6,24782.0,26781.0,25648.0,27100.571428571428,2807.369875710634
2011-06-11,29940,5,6,26419.0,30310.0,28736.0,27048.85714285714,2817.553514935206
2011-06-12,31094,6,6,29940.0,31604.0,31320.0,26996.0,2748.8101668418753
2011-06-13,25752,0,6,31094.0,26685.0,22213.0,26923.14285714286,2609.550627251827
2011-06-14,24155,1,6,25752.0,25089.0,19613.0,26789.85714285714,2647.295313369932
2011-06-15,25258,2,6,24155.0,24453.0,18770.0,26656.428571428572,2768.09109057383
2011-06-16,22706,3,6,25258.0,24782.0,18684.0,26771.428571428572,2676.4995707791327
2011-06-17,24712,4,6,22706.0,26419.0,21649.0,26474.85714285714,3025.8910769430786
2011-06-18,28825,5,6,24712.0,29940.0,27112.0,26231.0,3099.04237897235
2011-06-19,26106,6,6,28825.0,31094.0,26246.0,26071.714285714286,2898.81968591158
2011-06-20,24261,0,6,26106.0,25752.0,20954.0,25359.14285714286,1899.2300570293612
2011-06-21,21810,1,6,24261.0,24155.0,19203.0,25146.14285714286,1931.1674731943244
2011-06-22,21401,2,6,21810.0,25258.0,19058.0,24811.14285714286,2299.9404650679735
2011-06-23,22780,3,6,21401.0,22706.0,20480.0,24260.14285714286,2615.420388680136
2011-06-24,24638,4,6,22780.0,24712.0,22481.0,24270.714285714286,2608.231310951641
2011-06-25,26482,5,6,24638.0,28825.0,25527.0,24260.14285714286,2606.2938839516455
2011-06-26,27668,6,6,26482.0,26106.0,23449.0,23925.428571428572,2002.9602972552643
2011-06-27,22642,0,6,27668.0,24261.0,22538.0,24148.571428571428,2344.3015916005556
2011-06-28,19800,1,6,22642.0,21810.0,19555.0,23917.285714285714,2410.2961584478608
2011-06-29,19930,2,6,19800.0,21401.0,23165.0,23630.14285714286,2792.591295348657
2011-06-30,21451,3,6,19930.0,22780.0,22681.0,23420.0,3033.2671055041096
2011-07-01,31033,4,7,21451.0,24638.0,26781.0,23230.14285714286,3120.3444483246435
2011-07-02,33001,5,7,31033.0,26482.0,30310.0,24143.714285714286,4310.443237622072
2011-07-03,29173,6,7,33001.0,27668.0,31604.0,25075.0,5452.71192466036
2011-07-04,23033,0,7,29173.0,22642.0,26685.0,25290.0,5599.6842768141805
2011-07-05,26596,1,7,23033.0,19800.0,25089.0,25345.85714285714,5570.743350414775
2011-07-06,26602,2,7,26596.0,19930.0,24453.0,26316.714285714286,5006.786551414842
2011-07-07,26727,3,7,26602.0,21451.0,24782.0,27269.85714285714,4150.087727127838
2011-07-08,27679,4,7,26727.0,31033.0,26419.0,28023.571428571428,3311.5547132800907
2011-07-09,32486,5,7,27679.0,33001.0,29940.0,27544.428571428572,3034.616716992046
2011-07-10,31539,6,7,32486.0,29173.0,31094.0,27470.85714285714,2882.7203256976636
2011-07-11,26592,0,7,31539.0,23033.0,25752.0,27808.85714285714,3232.9874434528474
2011-07-12,24632,1,7,26592.0,26596.0,24155.0,28317.285714285714,2568.25749710354
2011-07-13,23445,2,7,24632.0,26602.0,25258.0,28036.714285714286,2876.431337281529
2011-07-14,23447,3,7,23445.0,26727.0,22706.0,27585.714285714286,3347.7547557671946
2011-07-15,27349,4,7,23447.0,27679.0,24712.0,27117.14285714286,3699.085987491653
2011-07-16,30869,5,7,27349.0,32486.0,28825.0,27070.0,3692.8295384433814
2011-07-17,30334,6,7,30869.0,31539.0,26106.0,26839.0,3330.3592899265313
2011-07-18,24639,0,7,30334.0,26592.0,24261.0,26666.85714285714,3067.7176873897242
2011-07-19,21931,1,7,24639.0,24632.0,21810.0,26387.85714285714,3162.9908013656554
2011-07-20,22487,2,7,21931.0,23445.0,21401.0,26002.0,3553.5289033109884
2011-07-21,22778,3,7,22487.0,23447.0,22780.0,25865.14285714286,3684.455474402842
2011-07-22,26356,4,7,22778.0,27349.0,24638.0,25769.571428571428,3765.420997141516
2011-07-23,30284,5,7,26356.0,30869.0,26482.0,25627.714285714286,3714.3597794813154
2011-07-24,28799,6,7,30284.0,30334.0,27668.0,25544.14285714286,3580.964554817187
2011-07-25,22895,0,7,28799.0,24639.0,22642.0,25324.85714285714,3272.4761994841733
2011-07-26,21195,1,7,22895.0,21931.0,19800.0,25075.714285714286,3397.398598647962
2011-07-27,20504,2,7,21195.0,22487.0,19930.0,24970.571428571428,3520.1144326637327
2011-07-28,21243,3,7,20504.0,22778.0,21451.0,24687.285714285714,3820.288196558185
2011-07-29,24542,4,7,21243.0,26356.0,31033.0,24468.0,3988.498882202829
2011-07-30,28953,5,7,24542.0,30284.0,33001.0,24208.85714285714,3903.4084861212878
2011-07-31,28677,6,7,28953.0,28799.0,29173.0,24018.714285714286,3576.9176075817627
2011-08-01,26607,0,8,28677.0,22895.0,23033.0,24001.285714285714,3549.939094044916
2011-08-02,25475,1,8,26607.0,21195.0,26596.0,24531.571428571428,3633.406659373656
2011-08-03,27237,2,8,25475.0,20504.0,26602.0,25143.0,3325.414710979653
2011-08-04,23713,3,8,27237.0,21243.0,26727.0,26104.85714285714,2668.91453769575
2011-08-05,26594,4,8,23713.0,24542.0,27679.0,26457.714285714286,1997.9321571969908
2011-08-06,31959,5,8,26594.0,28953.0,32486.0,26750.85714285714,1811.881198144734
2011-08-07,32006,6,8,31959.0,28677.0,31539.0,27180.285714285714,2603.905317933398
2011-08-08,26354,0,8,32006.0,26607.0,26592.0,27655.85714285714,3166.1260465839123
2011-08-09,26213,1,8,26354.0,25475.0,24632.0,27619.714285714286,3181.501517328231
2011-08-10,24578,2,8,26213.0,27237.0,23445.0,27725.14285714286,3110.0094013025755
2011-08-11,24708,3,8,24578.0,23713.0,23447.0,27345.285714285714,3333.8950050596713
2011-08-12,28544,4,8,24708.0,26594.0,27349.0,27487.428571428572,3170.422677243663
2011-08-13,33003,5,8,28544.0,31959.0,30869.0,27766.0,3164.500855848612
2011-08-14,33909,6,8,33003.0,32006.0,30334.0,27915.14285714286,3410.122403891647
2011-08-15,28511,0,8,33909.0,26354.0,24639.0,28187.0,3839.433031060699
2011-08-16,25266,1,8,28511.0,26213.0,21931.0,28495.14285714286,3753.396214477909
2011-08-17,23681,2,8,25266.0,24578.0,22487.0,28359.85714285714,3864.7762086383595
2011-08-18,23376,3,8,23681.0,24708.0,22778.0,28231.714285714286,4022.712340129296
2011-08-19,27004,4,8,23376.0,28544.0,26356.0,28041.428571428572,4242.664762353282
2011-08-20,32258,5,8,27004.0,33003.0,30284.0,27821.428571428572,4252.177985344399
2011-08-21,33973,6,8,32258.0,33909.0,28799.0,27715.0,4107.742689117702
2011-08-22,25324,0,8,33973.0,28511.0,22895.0,27724.14285714286,4123.866366593824
2011-08-23,22617,1,8,25324.0,25266.0,21195.0,27268.85714285714,4197.780938725094
2011-08-24,21935,2,8,22617.0,23681.0,20504.0,26890.428571428572,4515.788408725642
2011-08-25,21414,3,8,21935.0,23376.0,21243.0,26641.0,4764.004058212648
2011-08-26,24268,4,8,21414.0,27004.0,24542.0,26360.714285714286,5037.952484700023
2011-08-27,30383,5,8,24268.0,32258.0,28953.0,25969.85714285714,5085.634061700045
2011-08-28,30626,6,8,30383.0,33973.0,28677.0,25702.0,4736.646141170623
2011-08-29,22085,0,8,30626.0,25324.0,26607.0,25223.85714285714,3848.179025139512
2011-08-30,20350,1,8,22085.0,22617.0,25475.0,24761.14285714286,4024.8096198690364
2011-08-31,21723,2,8,20350.0,21935.0,27237.0,24437.285714285714,4307.381327995207
2011-09-01,26299,3,9,21723.0,21414.0,23713.0,24407.0,4328.600543670727
2011-09-02,29208,4,9,26299.0,24268.0,26594.0,25104.85714285714,4155.985219277976
2011-09-03,34032,5,9,29208.0,30383.0,31959.0,25810.571428571428,4402.319496853998
2011-09-04,26925,6,9,34032.0,30626.0,32006.0,26331.85714285714,5181.137501507146
2011-09-05,30158,0,9,26925.0,22085.0,26354.0,25803.14285714286,4848.032227222749
2011-09-06,26134,1,9,30158.0,20350.0,26213.0,26956.428571428572,4775.810886022136
2011-09-07,24445,2,9,26134.0,21723.0,24578.0,27782.714285714286,3853.6232177993024
2011-09-08,24048,3,9,24445.0,26299.0,24708.0,28171.571428571428,3226.561681684428
2011-09-09,28246,4,9,24048.0,29208.0,28544.0,27850.0,3541.1312222696974
2011-09-10,33030,5,9,28246.0,34032.0,33003.0,27712.571428571428,3498.04964025873
2011-09-11,34632,6,9,33030.0,26925.0,33909.0,27569.428571428572,3204.5422895811853
2011-09-12,26138,0,9,34632.0,30158.0,28511.0,28670.428571428572,4135.089029962265
2011-09-13,24645,1,9,26138.0,26134.0,25266.0,28096.14285714286,4173.037759577201
2011-09-14,23505,2,9,24645.0,24445.0,23681.0,27883.428571428572,4324.91070648257
2011-09-15,26343,3,9,23505.0,24048.0,23376.0,27749.14285714286,4461.889227243368
2011-09-16,26933,4,9,26343.0,28246.0,27004.0,28077.0,4222.500838760519
2011-09-17,32195,5,9,26933.0,33030.0,32258.0,27889.428571428572,4242.856225749454
2011-09-18,32034,6,9,32195.0,34632.0,33973.0,27770.14285714286,4082.969525095318
2011-09-19,24367,0,9,32034.0,26138.0,25324.0,27399.0,3419.429923247431
2011-09-20,22675,1,9,24367.0,24645.0,22617.0,27146.0,3589.564643983063
2011-09-21,21796,2,9,22675.0,23505.0,21935.0,26864.571428571428,3883.5179866174003
2011-09-22,21859,3,9,21796.0,26343.0,21414.0,26620.428571428572,4172.863279857233
2011-09-23,26706,4,9,21859.0,26933.0,24268.0,25979.85714285714,4549.700372133351
2011-09-24,32466,5,9,26706.0,32195.0,30383.0,25947.428571428572,4542.577860537725
2011-09-25,33228,6,9,32466.0,32034.0,30626.0,25986.14285714286,4605.4173690184725
2011-09-26,24090,0,9,33228.0,24367.0,22085.0,26156.714285714286,4880.633009295871
2011-09-27,22788,1,9,24090.0,22675.0,20350.0,26117.14285714286,4898.651869939017
2011-09-28,22193,2,9,22788.0,21796.0,21723.0,26133.285714285714,4885.586990126686
2011-09-29,22383,3,9,22193.0,21859.0,26299.0,26190.0,4828.820594444697
2011-09-30,30182,4,9,22383.0,26706.0,29208.0,26264.85714285714,4753.972248852221
2011-10-01,39312,5,10,30182.0,32466.0,34032.0,26761.428571428572,4983.720693656585
2011-10-02,37214,6,10,39312.0,33228.0,26925.0,27739.428571428572,6674.630473095939
2011-10-03,30455,0,10,37214.0,24090.0,30158.0,28308.85714285714,7356.14818657544
2011-10-04,26114,1,10,30455.0,22788.0,26134.0,29218.14285714286,7137.892626178764
2011-10-05,25913,2,10,26114.0,22193.0,24445.0,29693.285714285714,6738.022798870251
2011-10-06,26066,3,10,25913.0,22383.0,24048.0,30224.714285714286,6170.697791829973
2011-10-07,29985,4,10,26066.0,30182.0,28246.0,30750.85714285714,5512.55695143889
2011-10-08,35930,5,10,29985.0,39312.0,33030.0,30722.714285714286,5516.446613364016
2011-10-09,35940,6,10,35930.0,37214.0,34632.0,30239.571428571428,4730.98132375455
2011-10-10,29401,0,10,35940.0,30455.0,26138.0,30057.571428571428,4433.085263378206
2011-10-11,27427,1,10,29401.0,26114.0,24645.0,29907.0,4435.235882490738
2011-10-12,27414,2,10,27427.0,25913.0,23505.0,30094.571428571428,4272.882979017916
2011-10-13,26116,3,10,27414.0,26066.0,26343.0,30309.0,4060.444146477913
2011-10-14,29885,4,10,26116.0,29985.0,26933.0,30316.14285714286,4051.770865048667
2011-10-15,38426,5,10,29885.0,35930.0,32195.0,30301.85714285714,4053.3089950710505
2011-10-16,36127,6,10,38426.0,35940.0,32034.0,30658.428571428572,4690.621595522394
2011-10-17,27592,0,10,36127.0,29401.0,24367.0,30685.14285714286,4726.113040987337
2011-10-18,24202,1,10,27592.0,27427.0,22675.0,30426.714285714286,4855.716209248847
2011-10-19,22441,2,10,24202.0,27414.0,21796.0,29966.0,5318.691223725382
2011-10-20,22402,3,10,22441.0,26116.0,21859.0,29255.571428571428,6004.31536083682
2011-10-21,27130,4,10,22402.0,29885.0,26706.0,28725.0,6473.726489948945
2011-10-22,33151,5,10,27130.0,38426.0,32466.0,28331.428571428572,6475.195540345811
2011-10-23,32876,6,10,33151.0,36127.0,33228.0,27577.85714285714,5305.9989768993655
2011-10-24,24516,0,10,32876.0,27592.0,24090.0,27113.428571428572,4516.5319976409155
2011-10-25,22437,1,10,24516.0,24202.0,22788.0,26674.0,4610.861994609388
2011-10-26,22142,2,10,22437.0,22441.0,22193.0,26421.85714285714,4812.4256333153235
2011-10-27,22982,3,10,22142.0,22402.0,22383.0,26379.14285714286,4854.788441273597
2011-10-28,26880,4,10,22982.0,27130.0,30182.0,26462.0,4779.97004872066
2011-10-29,33219,5,10,26880.0,33151.0,39312.0,26426.285714285714,4775.078593220062
2011-10-30,31853,6,10,33219.0,32876.0,37214.0,26436.0,4791.08161065953
2011-10-31,22695,0,10,31853.0,24516.0,30455.0,26289.85714285714,4572.518686988284
2011-11-01,26039,1,11,22695.0,22437.0,26114.0,26029.714285714286,4739.027175637261
2011-11-02,24808,2,11,26039.0,22142.0,25913.0,26544.285714285714,4471.93610994483
2011-11-03,27902,3,11,24808.0,22982.0,26066.0,26925.14285714286,4135.385489027241
2011-11-04,28596,4,11,27902.0,26880.0,29985.0,27628.0,3754.026638158013
2011-11-05,36887,5,11,28596.0,33219.0,35930.0,27873.14285714286,3753.0687634064348
2011-11-06,37887,6,11,36887.0,31853.0,35940.0,28397.14285714286,4748.026798175265
2011-11-07,27278,0,11,37887.0,22695.0,29401.0,29259.14285714286,5890.326573531994
2011-11-08,25188,1,11,27278.0,26039.0,27427.0,29913.85714285714,5260.102705859507
2011-11-09,26092,2,11,25188.0,24808.0,27414.0,29792.285714285714,5373.202543309586
2011-11-10,26147,3,11,26092.0,27902.0,26116.0,29975.714285714286,5193.6069904670885
2011-11-11,29755,4,11,26147.0,28596.0,29885.0,29725.0,5350.390639943968
2011-11-12,35922,5,11,29755.0,36887.0,38426.0,29890.571428571428,5327.514143799243
2011-11-13,35348,6,11,35922.0,37887.0,36127.0,29752.714285714286,5124.931339842054
2011-11-14,26773,0,11,35348.0,27278.0,27592.0,29390.0,4505.722546569715
2011-11-15,26701,1,11,26773.0,25188.0,24202.0,29317.85714285714,4549.009541595161
2011-11-16,23928,2,11,26701.0,26092.0,22441.0,29534.0,4351.7453203666855
2011-11-17,23114,3,11,23928.0,26147.0,22402.0,29224.85714285714,4699.94700071435
2011-11-18,26507,4,11,23114.0,29755.0,27130.0,28791.571428571428,5149.307812937672
2011-11-19,33545,5,11,26507.0,35922.0,33151.0,28327.571428571428,5194.167012368868
2011-11-20,32753,6,11,33545.0,35348.0,32876.0,27988.0,4665.748957384367
2011-11-21,25574,0,11,32753.0,26773.0,24516.0,27617.285714285714,4045.3450909362314
2011-11-22,25654,1,11,25574.0,26701.0,22437.0,27446.0,4111.887806510933
2011-11-23,30787,2,11,25654.0,23928.0,22142.0,27296.428571428572,4162.23829436129
2011-11-24,18427,3,11,30787.0,23114.0,22982.0,28276.285714285714,4042.7363552543493
2011-11-25,23998,4,11,18427.0,26507.0,26880.0,27606.714285714286,5248.543566688623
2011-11-26,25292,5,11,23998.0,33545.0,33219.0,27248.285714285714,5419.062148695892
2011-11-27,27134,6,11,25292.0,32753.0,31853.0,26069.285714285714,4666.289807912547
2011-11-28,22378,0,11,27134.0,25574.0,22695.0,25266.571428571428,3710.271591907284
2011-11-29,21584,1,11,22378.0,25654.0,26039.0,24810.0,3859.767307321334
2011-11-30,21089,2,11,21584.0,30787.0,24808.0,24228.571428571428,4014.8712663937545
2011-12-01,26268,3,12,21089.0,18427.0,27902.0,22843.14285714286,2890.305198911876
2011-12-02,29727,4,12,26268.0,23998.0,28596.0,23963.285714285714,2365.2862204734975
2011-12-03,38129,5,12,29727.0,25292.0,36887.0,24781.714285714286,3217.0870216333615
2011-12-04,35078,6,12,38129.0,27134.0,37887.0,26615.571428571428,6006.19560279613
2011-12-05,29220,0,12,35078.0,22378.0,27278.0,27750.428571428572,6816.3398990255455
2011-12-06,27267,1,12,29220.0,21584.0,25188.0,28727.85714285714,6395.10259048728
2011-12-07,25453,2,12,27267.0,21089.0,26092.0,29539.714285714286,5654.9336487202545
2011-12-08,26347,3,12,25453.0,26268.0,26147.0,30163.14285714286,4733.491784738882
2011-12-09,29438,4,12,26347.0,29727.0,29755.0,30174.428571428572,4722.739030730045
2011-12-10,34786,5,12,29438.0,38129.0,35922.0,30133.14285714286,4728.561917700118
2011-12-11,35743,6,12,34786.0,35078.0,35348.0,29655.571428571428,3878.8875921301133
2011-12-12,29151,0,12,35743.0,29220.0,26773.0,29750.571428571428,4038.6774591501635
2011-12-13,26913,1,12,29151.0,27267.0,26701.0,29740.714285714286,4040.2721325130938
2011-12-14,26794,2,12,26913.0,25453.0,23928.0,29690.14285714286,4078.4310066728444
2011-12-15,29644,3,12,26794.0,26347.0,23114.0,29881.714285714286,3872.5306848057267
2011-12-16,28885,4,12,29644.0,29438.0,26507.0,30352.714285714286,3558.7539820507295
2011-12-17,34159,5,12,28885.0,34786.0,33545.0,30273.714285714286,3588.457779895878
2011-12-18,32087,6,12,34159.0,35743.0,32753.0,30184.14285714286,3462.6756720091216
2011-12-19,27068,0,12,32087.0,29151.0,25574.0,29661.85714285714,2669.3080519472596
2011-12-20,26262,1,12,27068.0,26913.0,25654.0,29364.285714285714,2846.006307927284
2011-12-21,26662,2,12,26262.0,26794.0,30787.0,29271.285714285714,2948.257774476629
2011-12-22,28182,3,12,26662.0,29644.0,18427.0,29252.428571428572,2967.1052591789867
2011-12-23,34646,4,12,28182.0,28885.0,23998.0,29043.571428571428,2986.3417340252486
2011-12-24,29958,5,12,34646.0,34159.0,25292.0,29866.571428571428,3654.4534409923676
2011-12-25,13,6,12,29958.0,32087.0,27134.0,29266.428571428572,3140.9233173884186
2011-12-26,28032,0,12,13.0,27068.0,22378.0,24684.428571428572,11254.901063642486
2011-12-27,24651,1,12,28032.0,26262.0,21584.0,24822.14285714286,11294.754334477147
2011-12-28,24791,2,12,24651.0,26662.0,21089.0,24592.0,11276.924772886143
2011-12-29,24541,3,12,24791.0,28182.0,26268.0,24324.714285714286,11241.802965039093
2011-12-30,33652,4,12,24541.0,34646.0,29727.0,23804.571428571428,11117.127099767311
2011-12-31,33751,5,12,33652.0,29958.0,38129.0,23662.571428571428,10960.818230666635
2012-01-01,21807,6,1,33751.0,13.0,35078.0,24204.428571428572,11408.519650640366
