date,item_id,store_id,sales,prediction,rolling_mean_7,sell_price,price_ratio,lag_7,has_event,snap_CA,snap_TX,snap_WI,risk_ratio,risk
2015-01-22,FOODS_3_090,CA_1,3,1.7843276979649223,30.61778709092693,9.6,1.0,33,0,0,0,1,1.82,faible
2015-01-23,FOODS_3_090,CA_1,45,43.289291436973095,20.591627046308176,6.23,1.9,22,0,1,1,1,1.05,moyen
2015-01-24,FOODS_3_090,CA_1,10,6.246190784661636,19.79600104223875,8.71,0.7,16,0,0,0,1,1.77,élevé
2015-01-25,FOODS_3_090,CA_1,37,56.26365745327361,32.56712408554534,7.47,1.69,39,0,0,0,1,1.49,faible
2015-01-26,FOODS_3_090,CA_1,11,17.006902221088453,29.198669730716784,3.63,0.56,29,0,0,1,0,1.43,moyen
2015-01-27,FOODS_3_090,CA_1,38,31.6456409656198,47.112287659139696,6.92,1.59,46,1,1,1,1,0.85,faible
2015-01-28,FOODS_3_090,CA_1,53,50.83029200494974,22.138462389569245,2.19,1.14,22,0,0,1,1,0.99,faible
2015-01-29,FOODS_3_090,CA_1,56,58.024908554804774,17.912928365319637,9.62,1.61,37,0,1,0,0,0.86,moyen
2015-01-30,FOODS_3_090,CA_1,19,17.682970775663634,25.754760997273436,9.83,0.76,21,0,1,1,0,1.37,faible
2015-01-31,FOODS_3_090,CA_1,0,0.0,40.34454121487267,1.89,1.06,41,0,1,1,0,1.45,moyen
2015-02-01,FOODS_3_090,CA_1,38,38.74090865689575,37.37948625913794,7.26,1.36,33,0,0,0,0,1.93,faible
2015-02-02,FOODS_3_090,CA_1,34,30.88650240089703,26.335021997141798,8.68,0.53,23,0,0,0,1,1.63,faible
2015-02-03,FOODS_3_090,CA_1,36,35.60634158166096,10.265911564136726,6.33,1.36,41,0,1,1,0,1.73,faible
2015-02-04,FOODS_3_090,CA_1,53,50.802410622628614,24.736677177829634,9.17,1.26,30,0,1,0,0,0.92,faible
2015-02-05,FOODS_3_090,CA_1,35,34.37737376203158,26.398360834151443,5.69,0.62,48,0,1,0,1,1.61,moyen
2015-02-06,FOODS_3_090,CA_1,39,42.1417275463214,27.902025817224683,1.99,1.32,19,0,0,0,0,1.65,élevé
2015-02-07,FOODS_3_090,CA_1,43,45.48032116612938,28.444577255551735,5.12,0.83,28,0,0,1,1,0.9,faible
2015-02-08,FOODS_3_090,CA_1,47,44.613091347123394,22.686180453564617,2.21,1.67,41,0,0,1,1,1.2,faible
2015-02-09,FOODS_3_090,CA_1,21,13.540128372705754,40.721261752086804,8.02,1.73,32,0,0,0,1,1.95,faible
2015-02-10,FOODS_3_090,CA_1,40,37.99389764057082,29.792739854483333,2.13,1.33,28,1,1,0,0,1.06,faible
2015-02-11,FOODS_3_090,CA_1,51,47.49150011496085,26.85373393026336,2.41,1.0,21,0,1,1,1,1.22,moyen
2015-02-12,FOODS_3_090,CA_1,1,2.81238229402651,32.570780082614306,2.88,1.87,37,0,1,0,1,1.5,élevé
2015-02-13,FOODS_3_090,CA_1,11,11.947924600802944,39.196773182821865,5.58,1.98,23,0,1,0,0,1.96,élevé
2015-02-14,FOODS_3_090,CA_1,28,34.18908155986731,15.244578729645063,1.98,1.8,22,0,0,0,1,1.9,moyen
2015-02-15,FOODS_3_090,CA_1,43,47.0642823211905,17.19422437646795,3.24,0.88,21,0,1,1,0,1.61,moyen
2015-02-16,FOODS_3_090,CA_1,17,15.480677822845363,29.9386694886649,8.06,1.28,48,0,1,1,0,0.91,moyen
2015-02-17,FOODS_3_090,CA_1,21,33.69628895605446,39.174348630161944,6.93,1.71,24,1,1,1,1,1.22,moyen
2015-02-18,FOODS_3_090,CA_1,12,1.8038391111994976,25.844745324443537,5.87,1.68,35,0,0,1,0,1.64,moyen
2015-02-19,FOODS_3_090,CA_1,48,47.2797535086274,29.024328548467686,4.45,0.81,23,0,0,0,0,0.95,faible
2015-02-20,FOODS_3_090,CA_1,13,15.438366374616468,33.978944252894415,5.53,1.5,25,0,1,0,0,1.79,faible
2015-02-21,FOODS_3_090,CA_1,26,25.61618045485834,41.46341171498349,4.53,1.84,51,0,1,0,0,0.85,moyen
2015-02-22,FOODS_3_090,CA_1,19,20.06989955367111,27.10137560247336,8.35,1.62,25,0,0,0,0,1.91,faible
2015-02-23,FOODS_3_090,CA_1,32,39.985563612604054,25.97664556714404,2.76,0.7,29,0,0,1,0,1.44,faible
2015-02-24,FOODS_3_090,CA_1,52,39.716264715682605,21.51595322416625,4.71,0.53,18,0,0,1,1,1.44,faible
2015-02-25,FOODS_3_090,CA_1,24,13.446502394249109,38.744790544861836,5.58,1.38,14,0,0,1,1,1.32,faible
2015-02-26,FOODS_3_090,CA_1,16,9.08600134517832,35.40942038025313,4.53,1.98,47,0,0,0,1,1.07,faible
2015-02-27,FOODS_3_090,CA_1,47,46.793457847096136,29.39173063335656,9.3,0.51,37,1,1,1,1,1.6,élevé
2015-02-28,FOODS_3_090,CA_1,60,68.09806077718656,35.4640971231068,3.09,0.99,20,0,0,1,0,1.44,moyen
2015-03-01,FOODS_3_090,CA_1,26,26.69253981194221,34.11401758887219,4.23,1.39,28,0,1,1,0,0.88,élevé
2015-03-02,FOODS_3_090,CA_1,45,42.115540652384254,34.685536896521135,7.96,1.39,16,0,0,0,1,0.93,élevé
2015-03-03,FOODS_3_090,CA_1,21,28.525125573304106,23.932752360849978,9.37,1.58,15,0,0,1,0,1.75,faible
2015-03-04,FOODS_3_090,CA_1,25,23.404714894668285,32.34786522371022,5.95,1.04,38,0,0,1,1,1.34,moyen
2015-03-05,FOODS_3_090,CA_1,33,37.02867649763059,9.389186292001785,6.41,1.03,43,0,1,1,0,1.89,moyen
2015-03-06,FOODS_3_090,CA_1,7,12.718770216034645,30.707971259955315,6.77,1.3,23,0,1,0,1,1.7,moyen
2015-03-07,FOODS_3_090,CA_1,22,23.939224407652333,33.26964100567803,5.7,1.63,18,0,0,0,0,1.82,faible
2015-03-08,FOODS_3_090,CA_1,49,46.7768122087718,24.580736460404196,7.64,1.58,22,0,0,1,1,1.66,moyen
2015-03-09,FOODS_3_090,CA_1,12,8.598692064030459,14.564325743985677,6.73,1.87,21,0,1,0,0,0.82,élevé
2015-03-10,FOODS_3_090,CA_1,31,34.62883311949346,31.848073853893705,7.51,0.73,30,0,1,0,1,0.89,faible
2015-03-11,FOODS_3_090,CA_1,25,22.64859276635278,24.7803911309853,8.62,1.0,23,0,0,1,0,1.28,faible
2015-03-12,FOODS_3_090,CA_1,46,43.08599699293501,34.81797191224214,9.32,1.02,4,0,1,0,0,1.5,faible
2015-03-13,FOODS_3_090,CA_1,27,28.564870759084258,18.445836585233977,1.79,0.97,30,0,0,1,1,0.82,moyen
2015-03-14,FOODS_3_090,CA_1,25,19.467370456291647,48.58687842599888,2.07,1.62,28,0,0,1,1,1.36,moyen
2015-03-15,FOODS_3_090,CA_1,46,44.02708840881702,14.79411424441151,7.57,1.29,35,0,0,1,1,1.47,faible
2015-03-16,FOODS_3_090,CA_1,34,32.725893658138176,26.800976265900307,3.8,1.47,33,0,0,0,1,1.81,élevé
2015-03-17,FOODS_3_090,CA_1,48,37.12838217956676,21.835822313327178,5.8,1.39,21,0,0,0,0,1.58,faible
2015-03-18,FOODS_3_090,CA_1,26,24.125895962252013,33.68767974562793,8.56,1.1,32,0,0,1,0,1.19,faible
2015-03-19,FOODS_3_090,CA_1,50,53.84959779264832,30.64255254594093,7.48,1.87,36,0,0,1,0,1.26,moyen
2015-03-20,FOODS_3_090,CA_1,41,33.93487827329111,37.9735578922367,5.21,0.94,6,1,1,1,1,0.94,moyen
2015-03-21,FOODS_3_090,CA_1,29,30.668217657252985,27.485658503116017,5.86,1.61,14,0,0,0,0,0.97,élevé
2015-03-22,FOODS_3_090,CA_1,30,31.737908526808354,23.68192255752511,1.66,1.87,20,0,1,0,1,0.88,faible
2015-03-23,FOODS_3_090,CA_1,57,56.89575619667432,20.809600734060286,7.72,0.88,18,0,0,0,1,1.9,faible
2015-03-24,FOODS_3_090,CA_1,35,23.151392952577762,25.21589530962529,6.63,0.87,29,0,1,0,1,1.9,moyen
2015-03-25,FOODS_3_090,CA_1,38,38.664680926113455,32.15897781079987,2.65,1.23,26,0,0,1,0,1.51,faible
2015-03-26,FOODS_3_090,CA_1,68,67.51970050137675,37.194186610285406,2.41,0.61,20,0,0,0,0,1.52,faible
2015-03-27,FOODS_3_090,CA_1,44,41.02767725930889,29.740063245548487,2.24,1.94,47,0,0,0,0,1.59,moyen
2015-03-28,FOODS_3_090,CA_1,23,26.164708168967326,15.787585106418028,9.9,1.92,27,0,1,1,0,2.0,moyen
2015-03-29,FOODS_3_090,CA_1,0,0.0,30.86020995069776,3.14,0.67,22,0,0,1,0,1.83,élevé
2015-03-30,FOODS_3_090,CA_1,44,41.41977635891313,28.76896621552787,3.46,0.68,23,0,0,0,1,1.33,faible
2015-03-31,FOODS_3_090,CA_1,50,51.58907532814568,44.33917138171258,7.77,1.28,32,0,1,1,1,0.83,élevé
2015-04-01,FOODS_3_090,CA_1,40,40.235086065618724,37.78536760473166,4.92,1.22,21,0,1,1,0,1.28,faible
2015-04-02,FOODS_3_090,CA_1,34,23.573911782172807,13.109208770585413,8.75,1.57,25,0,1,0,0,1.99,faible
2015-04-03,FOODS_3_090,CA_1,53,48.00822979630605,35.87457918781267,9.53,1.2,25,0,0,0,1,0.88,faible
2015-04-04,FOODS_3_090,CA_1,22,24.98653020732654,26.974307791239113,1.81,1.94,22,0,0,0,1,1.96,élevé
2015-04-05,FOODS_3_090,CA_1,24,18.132148964939375,34.367252038779796,2.81,1.72,38,0,1,0,0,0.84,élevé
2015-04-06,FOODS_3_090,CA_1,28,33.62839392184815,16.049362870286075,5.55,0.57,20,0,1,0,0,1.59,moyen
2015-04-07,FOODS_3_090,CA_1,27,23.00851377730773,16.965446175883784,7.65,1.24,20,0,1,1,0,1.87,élevé
2015-04-08,FOODS_3_090,CA_1,43,43.1794727488385,42.92002587197979,6.12,1.8,36,0,1,0,1,1.59,élevé
2015-04-09,FOODS_3_090,CA_1,36,39.5750350690057,32.01933305749622,7.28,1.43,36,0,0,0,0,1.95,faible
2015-04-10,FOODS_3_090,CA_1,21,24.194455229683864,40.53846293311162,3.7,0.79,31,0,0,0,0,1.56,faible
2015-04-11,FOODS_3_090,CA_1,39,49.8162736165273,25.537774120375992,7.97,1.31,30,1,0,1,1,1.02,moyen
2015-04-12,FOODS_3_090,CA_1,21,23.458965276998065,31.923356573622133,7.52,1.21,21,0,1,0,1,1.85,élevé
2015-04-13,FOODS_3_090,CA_1,35,32.370973063435216,26.95169274400803,8.05,1.52,7,0,1,1,0,1.93,faible
2015-04-14,FOODS_3_090,CA_1,31,36.829568576857,23.659161265933776,8.64,1.66,36,0,0,0,0,1.94,faible
2015-04-15,FOODS_3_090,CA_1,39,38.50412068110309,42.77309596838133,4.88,0.91,17,1,0,1,1,1.67,moyen
2015-04-16,FOODS_3_090,CA_1,35,33.56023889048597,32.0193770335233,5.51,1.31,45,0,0,0,0,1.73,moyen
2015-04-17,FOODS_3_090,CA_1,36,39.037571635747526,20.44504977965558,1.78,1.88,31,0,1,0,0,0.8,moyen
2015-04-18,FOODS_3_090,CA_1,8,11.03082545305728,16.10583373839731,2.87,1.48,31,0,1,1,1,1.17,faible
2015-04-19,FOODS_3_090,CA_1,23,10.880603366855217,15.328777412114214,7.41,1.79,35,0,1,0,1,1.7,faible
2015-04-20,FOODS_3_090,CA_1,32,27.441027556243217,27.88770312525511,3.29,1.02,24,0,1,1,0,1.42,faible
2015-04-21,FOODS_3_090,CA_1,25,24.56930777258318,26.567904263060118,2.63,1.35,20,0,1,0,1,0.85,moyen
2015-04-22,FOODS_3_090,CA_1,33,37.40148124626624,39.80682624389828,4.04,1.9,43,1,1,1,1,1.21,élevé
2015-04-23,FOODS_3_090,CA_1,49,49.987998023462,44.602086981002124,5.97,1.6,21,0,1,1,0,1.58,faible
2015-04-24,FOODS_3_090,CA_1,6,11.271817741936019,41.37216188324328,8.91,1.15,25,0,1,1,1,1.66,faible
2015-04-25,FOODS_3_090,CA_1,13,15.821386940133682,23.98195427044701,1.76,0.89,30,0,1,0,0,1.3,élevé
2015-04-26,FOODS_3_090,CA_1,50,53.7872787465852,28.228774213746753,6.12,1.27,43,0,1,0,1,1.38,élevé
2015-04-27,FOODS_3_090,CA_1,27,31.41829968743336,33.21858302730736,9.26,0.82,12,0,1,0,0,1.08,moyen
2015-04-28,FOODS_3_090,CA_1,54,46.29790664055482,16.915319308138493,5.86,1.12,42,0,0,1,1,1.84,faible
2015-04-29,FOODS_3_090,CA_1,0,1.175999144273505,18.75545561515426,4.82,1.95,31,0,0,0,0,1.51,moyen
2015-04-30,FOODS_3_090,CA_1,8,5.236860025468993,31.46515815385527,5.26,1.0,25,0,1,1,0,1.32,faible
2015-05-01,FOODS_3_090,CA_1,52,56.251108710567465,25.210782924737128,1.81,1.6,24,0,0,0,0,1.65,faible
2015-05-02,FOODS_3_090,CA_1,32,37.44718354680217,23.868408466225475,9.89,0.68,28,0,1,0,0,0.95,faible
2015-05-03,FOODS_3_090,CA_1,27,29.241951468079307,23.289891710345636,2.76,1.98,28,1,0,1,1,1.19,élevé
2015-05-04,FOODS_3_090,CA_1,6,8.517145413009388,11.02755246888946,6.02,0.69,30,0,1,1,1,1.04,moyen
2015-05-05,FOODS_3_090,CA_1,20,29.57015676933393,26.474540793893226,7.39,1.76,30,1,1,1,1,1.09,élevé
2015-05-06,FOODS_3_090,CA_1,35,37.535078822435956,29.586315018974922,9.31,1.4,25,1,1,0,1,1.58,faible
2015-05-07,FOODS_3_090,CA_1,45,43.73809978267775,30.724800152798867,7.78,1.82,42,0,1,1,1,1.33,élevé
2015-05-08,FOODS_3_090,CA_1,24,27.76437838806985,25.443545901447354,4.02,1.47,37,0,0,1,1,1.28,moyen
2015-05-09,FOODS_3_090,CA_1,15,4.233049431981426,22.88830601848398,3.43,0.61,14,0,1,1,1,1.71,moyen
2015-05-10,FOODS_3_090,CA_1,39,39.29200736051334,28.71686527942087,3.59,1.22,16,0,0,1,1,1.66,élevé
2015-05-11,FOODS_3_090,CA_1,26,27.96042264850435,26.488826497724197,2.36,1.23,33,0,1,1,0,1.92,moyen
2015-05-12,FOODS_3_090,CA_1,17,17.817387395837265,22.26507023713927,9.8,1.73,43,0,0,0,1,1.02,moyen
2015-05-13,FOODS_3_090,CA_1,20,21.598909670712686,15.256050131746646,9.68,1.23,32,0,0,1,1,1.43,faible
2015-05-14,FOODS_3_090,CA_1,68,70.06528266893092,32.63432115443908,2.99,1.04,39,1,1,1,0,1.08,moyen
2015-05-15,FOODS_3_090,CA_1,42,39.19775924255238,42.556584373589246,2.31,1.44,19,0,1,0,0,1.08,élevé
2015-05-16,FOODS_3_090,CA_1,67,57.53907875588166,23.620077144009514,3.46,0.81,18,0,0,1,0,1.51,faible
2015-05-17,FOODS_3_090,CA_1,17,25.195584027220338,41.421606512611525,7.39,1.99,22,0,0,1,1,1.2,élevé
2015-05-18,FOODS_3_090,CA_1,18,22.34051571478965,37.04562646891601,4.91,1.05,45,0,0,1,0,1.42,faible
2015-05-19,FOODS_3_090,CA_1,20,23.506865324196113,36.24850331190443,7.03,1.3,29,0,0,1,1,0.86,faible
2015-05-20,FOODS_3_090,CA_1,0,0.0,21.400252984540117,9.67,1.45,29,0,0,1,1,0.92,faible
2015-05-21,FOODS_3_090,CA_1,18,24.18046587605219,36.73048096475415,9.38,0.85,34,0,1,1,0,1.68,moyen
2015-05-22,FOODS_3_090,CA_1,41,35.22410124429784,26.107357194166873,8.2,1.8,24,0,1,1,1,1.65,faible
2015-05-23,FOODS_3_090,CA_1,13,8.551269491067156,22.365698334470487,9.46,1.33,25,0,1,1,0,1.93,élevé
2015-05-24,FOODS_3_090,CA_1,36,33.347461885309215,41.51752330686979,4.82,1.25,46,0,1,1,0,1.26,élevé
2015-05-25,FOODS_3_090,CA_1,34,35.60848903098007,22.65527637085561,2.19,1.1,37,0,1,0,1,1.95,moyen
2015-05-26,FOODS_3_090,CA_1,31,34.54730908714928,12.24682171221162,6.65,0.71,25,0,1,0,1,1.4,faible
2015-05-27,FOODS_3_090,CA_1,24,19.03843366981953,32.062061362492,5.18,0.97,28,0,1,0,1,1.82,faible
2015-05-28,FOODS_3_090,CA_1,30,28.846497934022608,17.501764917288646,6.3,0.79,12,0,1,0,1,0.87,moyen
2015-05-29,FOODS_3_090,CA_1,20,18.487651567559357,24.89458545167017,5.83,2.0,29,0,0,1,1,1.01,moyen
2015-05-30,FOODS_3_090,CA_1,37,40.65056678254867,24.53974190640785,7.06,1.03,41,0,1,1,0,1.68,moyen
2015-05-31,FOODS_3_090,CA_1,29,28.12843147482626,24.867481549361564,3.71,1.64,27,0,0,0,0,1.19,élevé
2015-06-01,FOODS_3_090,CA_1,12,14.564218065396886,16.896431515467683,6.99,1.25,20,0,0,1,1,0.98,faible
2015-06-02,FOODS_3_090,CA_1,27,35.558542400711715,17.02479085654915,5.41,1.68,11,0,0,1,0,1.59,élevé
2015-06-03,FOODS_3_090,CA_1,34,33.1663798345658,34.471433603770386,8.51,1.24,20,0,1,1,0,1.54,faible
2015-06-04,FOODS_3_090,CA_1,12,12.313426984434367,28.7091735791841,7.28,0.56,45,0,0,0,0,1.76,faible
2015-06-05,FOODS_3_090,CA_1,30,27.28700517784462,21.847078212460882,9.93,1.96,5,1,0,1,0,1.01,faible
2015-06-06,FOODS_3_090,CA_1,47,50.594766553325336,35.96838148644653,6.81,1.07,20,0,0,1,1,1.11,faible
2015-06-07,FOODS_3_090,CA_1,29,31.87154220419242,25.5316031866097,2.56,1.21,34,0,0,0,1,1.7,élevé
2015-06-08,FOODS_3_090,CA_1,17,18.796047002289203,32.454566726199985,3.41,1.06,25,0,1,1,0,1.0,faible
2015-06-09,FOODS_3_090,CA_1,33,35.562497761107586,25.43380133674977,9.94,1.51,27,0,0,0,1,1.9,faible
2015-06-10,FOODS_3_090,CA_1,26,34.03672788009996,31.92779961310601,8.1,1.48,35,0,1,1,0,1.12,moyen
2015-06-11,FOODS_3_090,CA_1,21,22.570264837999297,23.18315717774993,9.7,1.23,30,0,1,0,1,1.45,moyen
2015-06-12,FOODS_3_090,CA_1,1,1.3921469950932135,42.49100022931985,8.92,1.45,34,0,0,1,1,1.47,élevé
2015-06-13,FOODS_3_090,CA_1,38,39.708146096845574,21.155909136173975,8.98,1.49,21,0,0,1,1,1.54,faible
2015-06-14,FOODS_3_090,CA_1,47,43.95108547840309,26.927862666616658,7.97,0.55,28,0,1,0,1,1.71,moyen
2015-06-15,FOODS_3_090,CA_1,39,41.376427946599456,29.85210191436457,2.56,1.08,0,0,1,1,1,1.51,faible
2015-06-16,FOODS_3_090,CA_1,55,51.24547225109943,37.332388727816046,2.29,1.38,22,0,1,0,1,0.92,faible
2015-06-17,FOODS_3_090,CA_1,26,26.554105475669015,48.09926061262655,6.62,0.53,24,0,0,1,0,0.87,faible
2015-06-18,FOODS_3_090,CA_1,40,44.77652604285255,28.70725509033478,5.24,0.72,42,0,0,0,1,1.25,faible
2015-06-19,FOODS_3_090,CA_1,39,42.49124956888908,20.742989229957995,2.97,1.46,38,0,0,0,0,1.29,élevé
2015-06-20,FOODS_3_090,CA_1,47,37.3131884176177,17.973214455024912,4.58,1.0,31,0,0,1,1,1.5,moyen
2015-06-21,FOODS_3_090,CA_1,21,14.495491217429372,16.79835965304713,5.2,1.91,0,0,1,1,1,1.67,faible
2015-06-22,FOODS_3_090,CA_1,54,51.71451871706864,23.182303517105755,6.69,0.7,32,0,1,0,1,0.82,faible
2015-06-23,FOODS_3_090,CA_1,15,10.23197693490151,19.445995248382737,8.68,0.9,8,0,1,1,0,0.88,élevé
2015-06-24,FOODS_3_090,CA_1,31,25.344868042540284,13.897340129258438,9.15,0.53,17,0,1,1,0,1.86,faible
2015-06-25,FOODS_3_090,CA_1,37,39.776896738166094,27.164149228985067,9.83,0.72,51,0,0,1,0,1.36,élevé
2015-06-26,FOODS_3_090,CA_1,5,10.823696772285857,22.123267385615605,8.73,1.34,19,0,0,0,1,1.28,moyen
2015-06-27,FOODS_3_090,CA_1,33,40.146621313564275,17.29701207031814,8.7,1.14,33,0,1,1,0,1.6,faible
2015-06-28,FOODS_3_090,CA_1,56,50.82813586038201,22.31391917160657,5.86,1.71,28,0,1,0,0,1.4,faible
2015-06-29,FOODS_3_090,CA_1,31,36.32930499380819,34.363506021354304,1.65,0.69,36,0,1,1,1,1.09,faible
2015-06-30,FOODS_3_090,CA_1,43,42.61081401493599,26.556160691274997,2.4,1.49,59,0,1,0,0,1.33,faible
2015-07-01,FOODS_3_090,CA_1,49,45.46347329835834,20.452935605040516,6.96,0.79,16,0,1,1,1,1.64,moyen
2015-07-02,FOODS_3_090,CA_1,42,39.86122156476624,25.87562529585261,9.86,0.71,32,0,1,1,0,1.68,élevé
2015-07-03,FOODS_3_090,CA_1,45,41.86041738700959,30.72094165123716,4.22,1.98,22,0,0,0,1,1.56,faible
2015-07-04,FOODS_3_090,CA_1,27,31.928649978399314,37.499088412518006,7.61,1.84,53,0,0,0,0,1.2,faible
2015-07-05,FOODS_3_090,CA_1,34,37.66070281742558,19.122835963833943,8.46,1.82,19,0,1,0,1,1.79,faible
2015-07-06,FOODS_3_090,CA_1,21,18.946456704487915,22.69828982509656,7.87,1.48,7,0,1,0,0,1.77,élevé
2015-07-07,FOODS_3_090,CA_1,22,23.48654822840421,20.61493911633721,7.07,1.99,33,0,1,0,0,1.63,moyen
2015-07-08,FOODS_3_090,CA_1,14,10.611275147375743,32.11126279727132,8.91,1.65,29,0,0,0,1,1.58,élevé
2015-07-09,FOODS_3_090,CA_1,6,0.0,23.421623577727473,2.6,1.12,14,0,0,1,0,0.85,moyen
2015-07-10,FOODS_3_090,CA_1,26,28.10842234132222,24.51822213759497,9.24,1.63,35,0,1,0,0,1.55,moyen
2015-07-11,FOODS_3_090,CA_1,38,49.17239450674654,21.788145535522855,3.36,0.68,48,0,0,1,0,0.81,faible
2015-07-12,FOODS_3_090,CA_1,41,32.91844695781706,19.570540646829166,7.82,0.57,17,1,1,1,0,1.2,faible
2015-07-13,FOODS_3_090,CA_1,48,48.57355309081984,23.535125138352353,3.78,1.68,11,0,0,0,1,1.8,moyen
2015-07-14,FOODS_3_090,CA_1,33,36.20965267480776,33.2262653859963,5.16,0.98,54,0,0,0,0,1.21,faible
2015-07-15,FOODS_3_090,CA_1,51,49.64237762254309,39.212525900122614,2.62,0.85,39,0,0,1,1,1.94,moyen
2015-07-16,FOODS_3_090,CA_1,30,38.47525520215376,23.018805106124383,3.66,1.04,29,0,1,0,1,1.09,faible
2015-07-17,FOODS_3_090,CA_1,8,0.0,23.499092137370752,5.3,1.21,50,0,0,1,0,0.81,faible
2015-07-18,FOODS_3_090,CA_1,46,43.11234953246223,31.84116908977896,3.99,1.9,55,0,0,0,0,1.78,moyen
2015-07-19,FOODS_3_090,CA_1,32,36.96230415747263,27.48743759897202,9.4,0.75,22,0,0,1,1,1.89,moyen
2015-07-20,FOODS_3_090,CA_1,6,10.475191570380577,24.135511586532484,3.69,0.59,29,0,1,1,1,1.6,élevé
2015-07-21,FOODS_3_090,CA_1,19,20.33703491177732,37.05627989036029,9.15,1.11,49,0,0,0,1,1.6,moyen
2015-07-22,FOODS_3_090,CA_1,47,38.33008235291324,29.653792377959956,8.93,1.59,35,0,1,0,1,1.79,élevé
2015-07-23,FOODS_3_090,CA_1,38,42.58772603332061,8.3807446125419,2.22,1.1,43,1,1,0,0,1.21,moyen
2015-07-24,FOODS_3_090,CA_1,44,46.13597180935842,22.830181521249575,7.22,0.91,45,0,1,1,1,1.07,faible
2015-07-25,FOODS_3_090,CA_1,62,55.10735324978376,25.127819489153715,9.06,0.52,30,0,1,1,1,1.63,faible
2015-07-26,FOODS_3_090,CA_1,26,19.927703596236693,20.284765963106462,1.72,1.47,23,0,0,0,0,1.75,moyen
2015-07-27,FOODS_3_090,CA_1,48,48.55586080144768,40.11709525264287,2.39,0.75,48,1,1,1,1,1.41,élevé
2015-07-28,FOODS_3_090,CA_1,23,22.451950980370846,27.29309632635732,2.86,0.54,24,0,0,0,1,0.96,élevé
2015-07-29,FOODS_3_090,CA_1,8,0.7341742687286121,7.009694115605875,9.96,1.32,15,0,0,0,1,1.27,faible
2015-07-30,FOODS_3_090,CA_1,37,26.80519361497292,29.466401696839945,6.1,1.64,16,0,0,0,1,1.79,moyen
2015-07-31,FOODS_3_090,CA_1,30,23.38950340027571,19.08251710992016,8.56,1.32,35,0,0,1,0,1.33,moyen
2015-08-01,FOODS_3_090,CA_1,0,0.0,36.807677079988565,6.78,0.8,47,0,1,0,0,1.65,élevé
2015-08-02,FOODS_3_090,CA_1,33,27.90219184140057,14.491501465682525,5.4,0.56,39,0,0,1,0,1.75,faible
2015-08-03,FOODS_3_090,CA_1,28,22.137041955736287,27.892225426678735,8.84,1.38,31,0,1,0,0,1.48,faible
